country_code,shop_id,new_potential
MX,5764608046089896552,T3
MX,5764607562155298212,T3
MX,5764607585161055768,T1
MX,5764607670762605830,T3
MX,5764607615276158461,T3
MX,5764607653880532410,T2
MX,5764607624616872397,T2
MX,5764607599002257867,T3
MX,5764607540034538900,T3
MX,5764607902103634076,T1
MX,5764607533927631862,T1
MX,5764608045632716934,T1
MX,5764608069959680794,T1
MX,5764607708788165456,T3
MX,5764607601774694335,T1
MX,5764607727335378861,T3
MX,5764607990502785024,T3
MX,5764607641486364669,T3
MX,5764607540139396045,T1
MX,5764607583021961143,T2
MX,5764607668757728399,T3
MX,5764607680174624655,T3
MX,5764608057217384709,T2
MX,5764607646221733425,T3
MX,5764607601682419141,T1
MX,5764607768343088395,T3
MX,5764607664513092433,T2
MX,5764607552785222534,T2
MX,5764607598477969129,T3
MX,5764607569373692248,T3
MX,5764608009339404556,T2
MX,5764607996223815680,T3
MX,5764607925763702865,T3
MX,5764607651590442379,T2
MX,5764607951185380137,T3
MX,5764607710335864021,T1
MX,5764607704405115117,T1
MX,5764607922097881088,T2
MX,5764607528026245933,T1
MX,5764607791394982815,T1
MX,5764607569382080746,T1
MX,5764607714341424607,T2
MX,5764607675481197750,T3
MX,5764607786986768637,T1
MX,5764607756632591916,T1
MX,5764607523987131397,T3
MX,5764607785770420701,T2
MX,5764607657697348366,T3
MX,5764607648687984566,T1
MX,5764607727872248684,T1
MX,5764607788811291581,T3
MX,5764607706552600611,T1
CO,5764608017027563660,T3
CO,5764607783132204406,T3
CO,5764607739188480469,T1
CO,5764607626235875314,T2
CO,5764607584779374356,T3
CO,5764607783857818961,T1
CO,5764608058278543415,T3
CO,5764607730686626404,T1
CO,5764607682192084477,T3
CO,5764607719127125932,T3
CO,5764607707135610258,T2
CO,5764607665830104646,T3
CO,5764607733274511452,T3
CO,5764607746381711788,T3
CO,5764607787074850648,T1
CO,5764607536314189866,T3
CO,5764607545684265066,T3
CO,5764607658376826106,T3
CO,5764607779525102059,T1
CO,5764607691117563521,T3
CO,5764607681948814756,T2
CO,5764607533554339285,T3
CO,5764607541057948612,T1
CO,5764607586775862866,T2
CO,5764607608447831358,T3
CO,5764607707496317947,T2
CO,5764607527833309079,T3
CO,5764607577485478442,T3
CO,5764607724344839978,T3
CO,5764607557344431670,T3
CO,5764607760352937034,T3
CO,5764607824584507824,T1
CO,5764607772323482991,T3
CO,5764607714643414547,T3
CO,5764607561056390260,T1
CO,5764607637103313977,T3
CO,5764607892528038394,T1
CO,5764607623786401147,T3
CO,5764607662466273035,T3
CO,5764607642111315949,T1
CO,5764607793571824696,T2
CO,5764607985796776339,T3
CO,5764607813993889886,T1
CO,5764607653553376648,T3
CO,5764607608447830419,T3
CO,5764607572594919926,T2
CO,5764608040532443275,T3
CO,5764607796935658810,T1
CO,5764607766489205165,T1
CO,5764607752698334133,T3
CO,5764607951025995989,T2
CO,5764607561538734833,T3
CO,5764607673820253298,T1
CO,5764607740950089272,T3
CO,5764607677439938039,T3
CO,5764607568056683433,T2
CO,5764607735539437503,T2
CO,5764608026049512344,T2
CO,5764607541640957840,T1
CO,5764607653352049903,T3
CO,5764607567842774382,T2
CO,5764607795706727785,T3
CO,5764607621114629676,T3
CO,5764607779906782191,T3
CO,5764608047515959553,T3
CO,5764607834655031429,T2
CO,5764607758784269476,T2
CO,5764607523815165874,T3
CO,5764607980285460639,T1
CO,5764607900123922530,T3
CO,5764607729117957913,T3
CO,5764607654438374428,T3
CO,5764608068223238249,T1
CO,5764607614156279752,T1
CO,5764607531377495578,T3
CO,5764607617381696505,T3
CO,5764607583101652425,T2
CO,5764607975541702792,T3
CO,5764607572871742457,T3
CO,5764607597609749447,T3
CO,5764607797875182969,T3
CO,5764607647538744088,T1
CO,5764607601460120529,T3
CO,5764607911482097812,T3
CO,5764607647274503596,T2
CO,5764607769223891372,T2
CO,5764607689112684949,T3
CO,5764607592182320715,T1
CO,5764607769588796563,T2
CO,5764608052381351971,T3
CO,5764607540047120495,T3
CO,5764607776224183294,T3
CO,5764607760856255882,T3
CO,5764607742128689135,T2
CO,5764607940074668100,T3
CO,5764607615481679444,T3
CO,5764607740895563556,T2
CO,5764607625992605677,T2
CO,5764607744422970364,T3
CO,5764607615800446472,T2
CO,5764607739201063865,T1
CO,5764607652471246148,T3
CO,5764607753784659454,T1
CO,5764607781571923187,T3
CO,5764607973473910922,T3
CO,5764607670540308400,T3
CO,5764607779290220618,T3
CO,5764607834508230843,T3
CO,5764607737561090638,T1
CO,5764607703734029153,T3
CO,5764607529490058775,T3
CO,5764607554337115657,T3
CO,5764607569969286505,T2
CO,5764607821484916847,T3
CO,5764607616417009590,T3
CO,5764607599463632243,T1
CO,5764607717793336310,T2
CO,5764607668984221272,T1
CO,5764607797002768153,T3
CO,5764607612201733618,T1
CO,5764607785208382458,T3
CO,5764607736105668543,T3
CO,5764607543352233741,T1
CO,5764607730741153071,T3
CO,5764607602735189585,T3
CO,5764607788014374879,T3
CO,5764607796994379564,T3
CO,5764607794020617188,T3
CO,5764607640328735892,T3
CO,5764607692757535983,T3
CO,5764607782767300117,T3
CO,5764607668417987583,T1
CO,5764608019674169391,T2
CO,5764607590974361387,T3
CO,5764607665255485343,T3
CO,5764607797757740026,T3
CO,5764607704384146882,T1
CO,5764607619109752166,T3
CO,5764607584766790554,T3
CO,5764607625808056291,T3
CO,5764607729600302366,T3
CO,5764607528663781271,T1
CO,5764607662495630329,T2
CO,5764607588965289274,T3
CO,5764607667092590565,T3
CO,5764607745408633439,T3
CO,5764607639829614511,T2
CO,5764607716027534541,T2
CO,5764607645911354568,T3
CO,5764607540336528716,T2
CO,5764607527271271535,T1
CO,5764607646393699827,T2
CO,5764607526805704082,T3
CO,5764608029866328699,T3
CO,5764607625535425787,T3
CO,5764607563073850862,T3
CO,5764607538860131317,T2
CO,5764607664324349164,T3
CO,5764607694351369211,T2
CO,5764608064314146951,T3
CO,5764607833367380432,T1
CO,5764607642857901986,T1
CO,5764607599308443621,T3
CO,5764607792745549365,T2
CO,5764607775548903413,T3
CO,5764607709207594817,T2
CO,5764607599568489707,T3
CO,5764607977806627662,T3
CO,5764607622821708868,T1
CO,5764607780737255873,T3
CO,5764607548922269142,T3
CO,5764607585572097644,T2
CO,5764607710457498260,T3
CO,5764607740304166835,T3
CO,5764607776106745238,T3
CO,5764607721333328655,T3
CO,5764607531729817054,T3
CO,5764607760990472665,T3
CO,5764607651934374362,T1
CO,5764607760084504517,T3
CO,5764607573295369769,T3
CO,5764607645278014894,T3
CO,5764607577137352614,T1
CO,5764607624310688701,T2
CO,5764607709039822654,T3
CO,5764607687137168602,T1
CO,5764607745454769151,T3
CO,5764607676605271527,T1
CO,5764607784147225635,T3
CO,5764607717252271614,T2
CO,5764607573425392662,T3
CO,5764607693286018650,T3
CO,5764608006868959408,T1
CO,5764607795538955901,T3
CO,5764607550981672438,T3
CO,5764607666513776577,T2
CO,5764607786969992592,T3
CO,5764607993921143003,T1
CO,5764607579872036383,T3
CO,5764607559374474606,T2
CO,5764607790518373871,T3
CO,5764607733329038771,T2
CO,5764607716874784734,T3
CO,5764607792821046727,T3
CO,5764607997360472989,T3
CO,5764607671467249562,T2
CO,5764607970030387839,T2
CO,5764607955262242910,T3
CO,5764607790329629495,T3
CO,5764607707383073105,T3
CO,5764607855794323459,T3
CO,5764607666371169529,T1
CO,5764607734222425626,T3
CO,5764607983150170205,T2
CO,5764607727666727347,T3
CO,5764607555633155378,T3
CO,5764607812802708089,T3
CO,5764607766380152927,T2
CO,5764607756318018411,T3
CO,5764607718397314054,T2
CO,5764607767575529312,T2
CO,5764607614626041792,T3
CO,5764607595512598467,T2
CO,5764607722583231791,T3
CO,5764607578911540217,T3
CO,5764607788190535152,T2
CO,5764607995309457977,T2
CO,5764607688227686580,T3
CO,5764608048556147313,T3
CO,5764607793659905769,T3
CO,5764607618853900273,T3
CO,5764607699623612338,T2
CO,5764607773795684266,T3
CO,5764607576831167530,T1
CO,5764607534074433456,T2
CO,5764607673790893371,T2
CO,5764607535940898351,T2
CO,5764608067782836358,T2
CO,5764607581012889076,T3
CO,5764607660209737228,T3
CO,5764607918436254118,T2
CO,5764607621357898399,T2
CO,5764607972102373556,T3
CO,5764607566534151666,T3
CO,5764608028062777478,T1
CO,5764607543276735992,T3
CO,5764607588914958275,T3
CO,5764607766073969969,T1
CO,5764607650734804986,T2
CO,5764607590345215070,T3
CO,5764607751146442217,T3
CO,5764607652320251256,T2
CO,5764607945099445002,T3
CO,5764607763167314947,T2
CO,5764607549664661144,T3
CO,5764608027098087457,T3
CO,5764607744301338532,T3
CO,5764607958919676539,T1
CO,5764607720343471092,T2
CO,5764607978465132988,T2
CO,5764607566639007939,T3
CO,5764607759098843031,T2
CO,5764607795165661934,T3
CO,5764607987457720464,T3
CO,5764607749263199648,T3
CO,5764607546590236196,T3
CO,5764607787733356008,T3
CO,5764607880448442436,T3
CO,5764607591829998933,T3
CO,5764607658221637054,T3
CO,5764607565372329468,T3
CO,5764607535005566707,T3
CO,5764607597379063377,T3
CO,5764607808012812823,T3
CO,5764607739381420025,T3
CO,5764607628010062849,T3
CO,5764607781102160345,T2
CO,5764607896101584896,T2
CO,5764607540424609164,T3
CO,5764607573232452672,T1
CO,5764607771572702823,T2
CO,5764607641876434551,T3
CO,5764608063974408749,T2
CO,5764607596124966281,T1
CO,5764607742283877562,T3
CO,5764607951776776340,T3
CO,5764607637514358344,T3
CO,5764607598645741993,T2
CO,5764607717940137547,T3
CO,5764607642455248058,T2
CO,5764607651745631719,T2
CO,5764607692480711974,T3
CO,5764607705025875754,T3
CO,5764607682343078305,T3
CO,5764607750060117402,T2
CO,5764607547743670215,T3
CO,5764607855295201418,T3
CO,5764607661287673346,T1
CO,5764607760633957737,T3
CO,5764607593432223117,T3
CO,5764607733140294045,T3
CO,5764607701779483766,T3
CO,5764607672767482339,T3
CO,5764607757945409017,T3
CO,5764607763045682367,T3
CO,5764607985637392537,T1
CO,5764607787154542205,T3
CO,5764608039806828976,T3
CO,5764607683521678538,T2
CO,5764607665926573411,T2
CO,5764607717252271598,T2
CO,5764607800467259800,T1
CO,5764607779709651367,T3
CO,5764607848269742685,T1
CO,5764607962149290120,T3
CO,5764607566672562774,T2
CO,5764607632145649074,T3
CO,5764607786949020270,T3
CO,5764607578307560507,T3
CO,5764607736038558081,T3
CO,5764607757437897885,T3
CO,5764607795882888551,T2
CO,5764607766354987871,T3
CO,5764607523190211577,T2
CO,5764607561379351775,T1
CO,5764607671685352980,T3
CO,5764607701771095375,T3
CO,5764607784352747298,T3
CO,5764607696167505673,T3
CO,5764607878401622603,T1
CO,5764608036405248134,T1
CO,5764607729096986107,T3
CO,5764608003408658828,T1
CO,5764607880351974157,T3
CO,5764607539959041438,T3
CO,5764607539480889385,T3
CO,5764607680795379987,T2
CO,5764607626542058675,T3
CO,5764607713624196091,T3
CO,5764607582644472282,T2
CO,5764607550453190573,T3
CO,5764607557981965905,T3
CO,5764607720410581625,T3
CO,5764607777205652719,T3
CO,5764607535534050935,T2
CO,5764607592152960498,T3
CO,5764607738735496015,T3
CO,5764607687875363835,T3
CO,5764607779042757620,T3
CO,5764607739750518265,T3
CO,5764607652097953097,T3
CO,5764607736009198928,T3
CO,5764607755034562469,T1
CO,5764607691465691027,T3
CO,5764607714093960595,T3
CO,5764607559999423492,T3
CO,5764607604308053510,T3
CO,5764607687648873676,T2
CO,5764607680967348130,T3
CO,5764607985805164680,T1
CO,5764607764199114481,T3
CO,5764607735442967403,T1
CO,5764607725317918653,T3
CO,5764608069368283231,T1
CO,5764607671182036890,T1
CO,5764607775460821829,T3
CO,5764607567477870522,T1
CO,5764607643256359429,T3
CO,5764607676101954715,T3
CO,5764607910852952327,T3
CO,5764607713028604991,T3
CO,5764607812253254239,T3
CO,5764607604790398456,T2
CO,5764607688525483020,T3
CO,5764607711426381882,T2
CO,5764607968734347435,T3
CO,5764607690828156464,T3
CO,5764608058253378145,T2
CO,5764607750391467422,T3
CO,5764608032005423205,T3
CO,5764608066843312163,T2
CO,5764607832331386897,T3
CO,5764607582371843753,T3
CO,5764607796939851587,T3
CO,5764607589883842090,T2
CO,5764607705088790101,T1
CO,5764607922827690608,T3
CO,5764607629918473149,T3
CO,5764607698449207065,T3
CO,5764607634465099710,T1
CO,5764607696582740160,T3
CO,5764607585249135946,T3
CO,5764607762005492731,T1
CO,5764607532052777954,T3
CO,5764607576516595161,T3
CO,5764608016331309468,T2
CO,5764607619353020840,T2
CO,5764607814266519646,T1
CO,5764607797757741813,T2
CO,5764607748755689279,T3
CO,5764607752446676129,T3
CO,5764607544761518185,T3
CO,5764607730510466558,T3
CO,5764607719743688619,T2
CO,5764607796205850230,T3
CO,5764607768347280369,T3
CO,5764607708888829049,T3
CO,5764607858306712170,T3
CO,5764607533222988584,T3
CO,5764607524876321787,T2
CO,5764607793475357506,T1
CO,5764607826979455605,T2
CO,5764607744309726474,T3
CO,5764607672348050419,T3
CO,5764607531188750837,T3
CO,5764607784499546496,T3
CO,5764607776652004984,T1
CO,5764607601187491370,T3
CO,5764607645118631311,T3
CO,5764607664173353178,T2
CO,5764607608703684080,T2
CO,5764607706959449295,T1
CO,5764607723908631711,T3
CO,5764607523722890711,T1
CO,5764607523068579449,T1
CO,5764607758893320108,T3
CO,5764607793710238915,T3
CO,5764607616672861545,T3
CO,5764607879957708939,T3
CO,5764607649401015590,T2
CO,5764607842519351843,T3
CO,5764607608833707171,T3
CO,5764607751159022588,T2
CO,5764607626290400489,T1
CO,5764607852522766476,T3
CO,5764607703801138641,T3
CO,5764607525652270554,T3
CO,5764607666379555834,T3
CO,5764607760633956202,T3
CO,5764607823926001764,T3
CO,5764607530081453051,T3
CO,5764607603586633007,T3
CO,5764607725158534591,T2
CO,5764607595760062434,T3
CO,5764607560758595086,T3
CO,5764607866439467222,T3
CO,5764607726655901685,T3
CO,5764607731521293836,T2
CO,5764607782821826032,T3
CO,5764607720406387289,T3
CO,5764607655902187078,T2
CO,5764607533529172946,T3
CO,5764607590798200811,T1
CO,5764607780473015285,T3
CO,5764607925386215569,T3
CO,5764607539350867480,T1
CO,5764607857845338573,T1
CO,5764607540294585930,T2
CO,5764607716191112598,T3
CO,5764607596863163806,T3
CO,5764607725594742106,T3
CO,5764607994646757793,T3
CO,5764607822533492919,T1
CO,5764607751981107550,T1
CO,5764607585593069483,T3
CO,5764607796323289511,T3
CO,5764607676248755386,T2
CO,5764607669370097173,T3
CO,5764607525299948830,T1
CO,5764607691411164434,T3
CO,5764607783643909246,T3
CO,5764607555595406173,T2
CO,5764607542567898557,T3
CO,5764607650646724062,T2
CO,5764607697379659055,T3
CO,5764607682330496593,T3
CO,5764607601401400259,T3
CO,5764607690417115060,T3
CO,5764607721962473921,T3
CO,5764607773640494347,T3
CO,5764607617885014459,T3
CO,5764607571839946273,T3
CO,5764607664844443161,T3
CO,5764607605994163404,T3
CO,5764607689129463719,T1
CO,5764607775611816275,T3
CO,5764607523894857652,T3
CO,5764607556375544832,T3
CO,5764607747606447087,T2
CO,5764607592060686178,T3
CO,5764607586964605379,T1
CO,5764607734042070809,T1
CO,5764607700420527099,T2
CO,5764607543549364911,T1
CO,5764607544069459816,T3
CO,5764607631843657536,T3
CO,5764607786911272261,T2
CO,5764607863868359286,T3
CO,5764607659446371326,T3
CO,5764607786886105001,T3
CO,5764607586553564516,T3
CO,5764607943568523416,T2
CO,5764607657491827795,T3
CO,5764607747581284276,T3
CO,5764607571907054158,T1
CO,5764607817529688237,T3
CO,5764607734914485782,T3
CO,5764607729927457690,T3
CO,5764607539833212093,T3
CO,5764607566152469112,T2
CO,5764607531918561067,T2
CO,5764607706279972068,T3
CO,5764607752920631025,T2
CO,5764607534858768356,T3
CO,5764607567792443094,T3
CO,5764607561895248889,T3
CO,5764607534057656266,T3
CO,5764607785468431822,T3
CO,5764607693936136108,T3
CO,5764607853823000713,T3
CO,5764607787146153162,T3
CO,5764607592169737692,T3
CO,5764607617281035586,T3
CO,5764607638583906288,T3
CO,5764607855005794512,T3
CO,5764607753784658673,T3
CO,5764608007581991089,T3
CO,5764607726731399097,T3
CO,5764607906977415194,T3
CO,5764607528512784836,T3
CO,5764607585693731571,T1
CO,5764607577770691847,T3
CO,5764607753486861293,T3
CO,5764607566269911025,T3
CO,5764607650034353141,T2
CO,5764607766388542686,T2
CO,5764607777390202351,T3
CO,5764607637413693505,T3
CO,5764607651959541655,T3
CO,5764607533424316005,T3
CO,5764607804825141748,T1
CO,5764607537048194060,T3
CO,5764607997482107046,T2
CO,5764607712533679424,T3
CO,5764607942641582719,T3
CO,5764607959481713275,T1
CO,5764607730518855147,T3
CO,5764607695899069640,T3
CO,5764607691952229892,T3
CO,5764607544782491003,T3
CO,5764607789599821397,T3
CO,5764607685237148242,T3
CO,5764607686835178698,T3
CO,5764607963902509220,T2
CO,5764607701511049174,T3
CO,5764608069032739736,T2
CO,5764607629503237491,T3
CO,5764607864543641702,T3
CO,5764607548213431881,T3
CO,5764607572934659578,T3
CO,5764607689267875183,T3
CO,5764607596544396654,T2
CO,5764607795463455742,T3
CO,5764607641033376762,T3
CO,5764607689876049259,T2
CO,5764607617276840758,T2
CO,5764607612482752434,T1
CO,5764607606350678629,T3
CO,5764607787372644393,T3
CO,5764607535626325234,T3
CO,5764607535005567740,T3
CO,5764607704426089868,T1
CO,5764607795799000067,T2
CO,5764607918381727878,T2
CO,5764607626558836671,T3
CO,5764607588554246069,T3
CO,5764607855160983611,T3
CO,5764607534837795804,T1
CO,5764607632015625571,T3
CO,5764607656250313576,T3
CO,5764607696075230064,T1
CO,5764607648297913815,T2
CO,5764607743684775866,T2
CO,5764607550478355991,T2
CO,5764607594405299204,T1
CO,5764607603020402676,T3
CO,5764607759115617273,T3
CO,5764607608758210470,T3
CO,5764607757735694231,T1
CO,5764607532740641781,T3
CO,5764607880909815907,T1
CO,5764607698960912197,T3
CO,5764607807895371866,T3
CO,5764607783195119081,T1
CO,5764607907489120355,T3
CO,5764607568346091018,T2
CO,5764607783950093427,T3
CO,5764607739385613507,T3
CO,5764607791776665168,T1
CO,5764607639313712124,T1
CO,5764607667830787529,T3
CO,5764607656179010478,T3
CO,5764607651250702761,T2
CO,5764607578970263454,T2
CO,5764607860441612401,T3
CO,5764607682464714035,T3
CO,5764607612470169074,T1
CO,5764607643273138002,T3
CO,5764607706300942559,T3
CO,5764607580211776826,T1
CO,5764607878514868667,T3
CO,5764607566659980596,T3
CO,5764607701100006907,T3
CO,5764608065027179088,T2
CO,5764607720070844012,T3
CO,5764608044869353570,T3
CO,5764607750601182437,T3
CO,5764607718267292064,T3
CO,5764607973561991803,T3
CO,5764607935549014210,T1
CO,5764607731882004386,T3
CO,5764607635010359222,T3
CO,5764607799334797417,T3
CO,5764607640773329916,T3
CO,5764607526008783941,T3
CO,5764607661166038597,T2
CO,5764607664106245628,T1
CO,5764607729801629163,T3
CO,5764607540894368770,T2
CO,5764607606522644732,T1
CO,5764607661757434764,T2
CO,5764607703914385399,T3
CO,5764607551623400244,T3
CO,5764608042067558529,T2
CO,5764607648054644211,T3
CO,5764608010840965222,T2
CO,5764607613208366446,T2
CO,5764607659333127951,T3
CO,5764607782968626507,T3
CO,5764607549664660936,T3
CO,5764607738865520623,T3
CO,5764607795895471414,T2
CO,5764607667994365860,T3
CO,5764607689389509247,T3
CO,5764607591288932077,T3
CO,5764607596506645500,T3
CO,5764607748072017296,T1
CO,5764607693558647218,T3
CO,5764607591574145621,T3
CO,5764607803877229482,T1
CO,5764607635136187942,T3
CO,5764607990343401608,T2
CO,5764607599606239162,T2
CO,5764607533579504401,T3
CO,5764607686650629479,T3
CO,5764607647006066908,T3
CO,5764607740874592178,T3
CO,5764607997897343550,T2
CO,5764607688542258175,T2
CO,5764607695248953283,T3
CO,5764607761128886178,T2
CO,5764607754568993953,T2
CO,5764607564835457961,T3
CO,5764607585404325268,T3
CO,5764607587644084222,T3
CO,5764608009482010791,T1
CO,5764607958424748142,T1
CO,5764608039068631135,T3
CO,5764607715163508217,T3
CO,5764607802597966457,T3
CO,5764607960886804906,T2
CO,5764608007837843583,T1
CO,5764607686998756820,T3
CO,5764607731571625256,T3
CO,5764607741889613711,T2
CO,5764607532753226225,T3
CO,5764607790333824659,T3
CO,5764607991190651024,T3
CO,5764607690165456396,T3
CO,5764607675414086717,T3
CO,5764607562293710285,T3
CO,5764607621802494992,T2
CO,5764607740891369389,T3
CO,5764607544967039601,T3
CO,5764607767902686513,T2
CO,5764607750022368446,T3
CO,5764607791386594607,T3
CO,5764607696121367808,T3
CO,5764607636549667241,T3
CO,5764607728321040282,T3
CO,5764607659324738919,T3
CO,5764607536079310208,T2
CO,5764608039257374809,T2
CO,5764607581046443550,T3
CO,5764607680610831888,T3
CO,5764607720825819062,T2
CO,5764607668279577175,T1
CO,5764607785606841348,T3
CO,5764607549828239322,T1
CO,5764608053362819082,T3
CO,5764607581923052881,T3
CO,5764607572116770719,T3
CO,5764607700831571272,T2
CO,5764607757811190367,T2
CO,5764607673811862525,T3
CO,5764607751985300534,T2
CO,5764607646179788527,T3
CO,5764607651917598626,T1
CO,5764607746310409991,T3
CO,5764607673002364841,T1
CO,5764607816678244360,T3
CO,5764607749913316845,T3
CO,5764607554412612334,T2
CO,5764607552269323659,T3
CO,5764607648096587167,T2
CO,5764607977764684414,T2
CO,5764607790715503603,T3
CO,5764607734394391741,T3
CO,5764607764924730902,T1
CO,5764607823682732295,T3
CO,5764607774626154934,T3
CO,5764607919329640874,T2
CO,5764608053077606560,T2
CO,5764607738949406084,T3
CO,5764607843064611439,T3
CO,5764607796960824533,T3
CO,5764607617813709895,T3
CO,5764607663439351141,T3
CO,5764607773531442155,T3
CO,5764607780187802553,T3
CO,5764607622930763189,T3
CO,5764607797774519704,T3
CO,5764607686352831519,T1
CO,5764607781152490538,T3
CO,5764607663762311785,T3
CO,5764607667910478189,T3
CO,5764607639393406740,T3
CO,5764607679566449045,T2
CO,5764607975382319167,T3
CO,5764607615334878612,T3
CO,5764607565254888838,T2
CO,5764607762135518475,T2
CO,5764607700747685838,T3
CO,5764607782599527884,T3
CO,5764607566353797058,T3
CO,5764607604547127700,T2
CO,5764607579389692487,T3
CO,5764607762148101493,T3
CO,5764607963462107322,T3
CO,5764607739062652306,T2
CO,5764607756313823655,T2
CO,5764607735640099736,T2
CO,5764607675850295904,T3
CO,5764607548116962697,T2
CO,5764607605503430191,T3
CO,5764607587744744506,T2
CO,5764607717411655592,T3
CO,5764607577758109254,T2
CO,5764607569738599531,T3
CO,5764607552906857881,T3
CO,5764607557885495404,T3
CO,5764607598150815218,T3
CO,5764607721643706522,T1
CO,5764607691641849914,T3
CO,5764607983754150035,T3
CO,5764607719651413525,T1
CO,5764607584041176239,T3
CO,5764607664164966387,T3
CO,5764607741050752502,T3
CO,5764607776157076964,T3
