shop_id,new_potential
5764607898093882228,T2
5764607970936359957,T1
5764607996861353301,T1
5764608001407976266,T1
5764608024946412982,T3
5764607932218739570,T3
5764608013185584357,T3
5764608026372475355,T3
5764607885460638872,T1
5764608034823998307,T3
5764607800546954651,T3
5764607843739897347,T3
5764608070383307426,T3
5764607599203584086,T1
5764607654652281917,T1
5764607802971262469,T1
5764607814623037929,T3
5764607961390122981,T3
5764608010987768842,T1
5764607855525891451,T2
5764608067304686773,T2
5764607904959958417,T1
5764607618681933067,T1
5764607982126762022,T3
5764607587237235879,T3
5764607624902085366,T1
5764607946181576843,T3
5764608048241576966,T3
5764607829517011775,T3
5764607971846524291,T1
5764608070559465657,T2
5764608042545712619,T1
5764607816766328216,T1
5764607820109188543,T3
5764607905165479331,T3
5764607909552721301,T1
5764608035184709268,T3
5764608054457535285,T3
5764607888178548154,T3
5764607813998087459,T2
5764607853881721885,T2
5764607858143136881,T1
5764607930436160166,T3
5764608006357257605,T3
5764608060035960411,T3
5764608072270742454,T2
5764607825129770649,T3
5764607930788482263,T1
5764607998295805216,T3
5764607591360235637,T3
5764607622330976164,T1
5764607796851771816,T1
5764607839474288835,T3
5764607942264097800,T3
5764607721958279242,T1
5764607816292371435,T2
5764608030503865171,T1
5764607827075927056,T3
5764607892498680844,T2
5764607973088037675,T1
5764607991274540166,T3
5764607923532333690,T1
5764607637967342309,T3
5764607656753630645,T2
5764607745077281866,T3
5764607747195406275,T1
5764607762710138130,T1
5764607916452351367,T3
5764607951952940382,T3
5764607824131526038,T3
5764608071587073588,T3
5764607847212781019,T3
5764607816195902396,T1
5764607864216489015,T1
5764607914036432289,T1
5764608070601411979,T1
5764607798659517427,T1
5764607952842132450,T1
5764608005807803795,T1
5764608049093021046,T2
5764607965068529069,T3
5764607980251909090,T3
5764608043938221465,T3
5764607879731219697,T3
5764607970823114162,T3
5764607999717673904,T3
5764607593566440657,T1
5764607928942988699,T2
5764608011478502825,T3
5764607798286224402,T1
5764607843337241694,T1
5764607914061598237,T3
5764607949021121462,T3
5764607999927388474,T3
5764607861880262078,T3
5764607717080304469,T3
5764607937151241636,T3
5764608025571363802,T3
5764607725821233683,T3
5764607835426786819,T2
5764607847405717761,T1
5764607886077201455,T3
5764607957149682159,T3
5764607959351692366,T1
5764607962325454265,T1
5764607598570245483,T1
5764607601967631295,T3
5764607919107346004,T3
5764607869253848487,T3
5764607949583158915,T2
5764607848571735482,T3
5764607811083045820,T3
5764607833543544076,T3
5764607855752383926,T3
5764607926757756305,T1
5764607881081785515,T1
5764607911226248690,T2
5764608013198166023,T1
5764608016004156777,T3
5764607921670065753,T1
5764608038561123686,T3
5764607796558170902,T1
5764607962501614680,T3
5764608045062293514,T3
5764607694850494056,T1
5764607879844466212,T3
5764607963344666716,T1
5764607772470283365,T1
5764607854246628793,T1
5764607864732388937,T3
5764607875402695260,T3
5764608027634961760,T3
5764608070517526109,T3
5764607872030477288,T3
5764607880498777726,T1
5764607883720003011,T3
5764607803894009319,T3
5764607981615058286,T3
5764607982764297704,T3
5764608010350234332,T3
5764607827294028876,T1
5764607848643038614,T3
5764607898475563805,T1
5764608027391692242,T1
5764607666828347277,T3
5764607912937524889,T1
5764607745320552720,T1
5764607868482095132,T3
5764607938610859510,T1
5764608036803710375,T3
5764608041522302495,T1
5764608045062294946,T3
5764608052473629793,T3
5764607867601292290,T3
5764607936744393001,T3
5764607942394121696,T1
5764608011847601471,T3
5764608032965921811,T3
5764607568308339099,T1
5764607801079631281,T1
5764607854154354104,T3
5764607903072521214,T3
5764607786634447649,T1
5764607818444048947,T1
5764607898261652057,T1
5764607815533202855,T1
5764607822789348259,T1
5764607900157479498,T3
5764607917865831998,T3
5764608021796490263,T3
5764607526201724031,T1
5764607708108688798,T3
5764607852132698361,T1
5764607852547935661,T1
5764607928573889126,T3
5764607994478988832,T3
5764608031195925747,T3
5764607758360643770,T1
5764607810109966652,T1
5764607767994959787,T2
5764607913575058449,T3
5764607979576626851,T3
5764608004021030339,T3
5764608009758838117,T3
5764608012984257975,T1
5764608028746452056,T1
5764607926208302503,T3
5764607841374306449,T1
5764607920554380752,T1
5764607974715428251,T3
5764608007414221623,T2
5764608045171343518,T3
5764607918780190206,T1
5764607939328085441,T1
5764607973394222515,T3
5764607734692186222,T1
5764607807668881897,T3
5764607930792676818,T1
5764607995699531146,T1
5764608042088533346,T3
5764608051299225008,T3
5764608054805663111,T3
5764607730846009286,T3
5764607856914203477,T3
5764607912190938597,T3
5764607930792675526,T3
5764607741046558036,T2
5764607905530383559,T3
5764607921389046374,T1
5764607954331110825,T1
5764607958647047194,T2
5764608057838145084,T1
5764607964535852457,T1
5764607991836576557,T3
5764608059142573478,T3
5764607787406197181,T1
5764607833094753839,T3
5764607846038373860,T1
5764607964808482179,T2
5764608034505231802,T1
5764608045196512779,T3
5764608043757865893,T1
5764607664710224678,T3
5764607853428738800,T1
5764607835300957541,T1
5764607859137187024,T3
5764607892741950358,T3
5764607974207917291,T3
5764608056806346371,T1
5764607881786428505,T3
5764608031153981572,T3
5764607910118952278,T3
5764607927688891911,T1
5764607568241233286,T1
5764607893991853394,T3
5764607981761859179,T1
5764608014540343777,T2
5764608065845069187,T1
5764607936777947969,T3
5764608069494113944,T2
5764607820268571685,T3
5764607837582658965,T3
5764607918838909933,T3
5764608054503672845,T3
5764608071821954631,T1
5764607668225051943,T3
5764607798097480737,T3
5764607945900559169,T1
5764607998052535732,T1
5764607555637349254,T1
5764607991815602690,T1
5764607995233963098,T1
5764608028213772884,T2
5764607925541408210,T2
5764607996764883590,T1
5764608028180220997,T3
5764607534972013177,T3
5764607694787579080,T3
5764607752366985134,T2
5764607819823975489,T2
5764607943207815772,T3
5764607963499859274,T3
5764607845052714419,T3
5764607866628214416,T2
5764608000736887972,T2
5764608066985921347,T3
5764607799750036903,T3
5764607840187321932,T3
5764607848110362184,T3
5764607900098760120,T3
5764607920130756022,T3
5764607977605303902,T3
5764607984748203341,T1
5764608066813952998,T3
5764607827558272558,T2
5764608048862334320,T3
5764607816405617568,T3
5764607846394891632,T3
5764607943245564806,T1
5764608055610969530,T3
5764607748655025450,T3
5764607817684879858,T1
5764607833694539357,T3
5764607975625590191,T1
5764608021553218464,T1
5764608041639742620,T1
5764608066247723862,T3
5764608066621017443,T1
5764607718044993280,T3
5764607881853537591,T3
5764607994571262927,T3
5764607833904253125,T1
5764607938640219587,T3
5764607845446976367,T1
5764608017748987461,T3
5764608067094973956,T3
5764607748705353946,T3
5764607804195998325,T1
5764607807224286472,T1
5764607896021896177,T1
5764607590898863252,T3
5764607881530575888,T1
5764607884416257076,T1
5764607926325742375,T3
5764607814228774457,T1
5764607822898400709,T2
5764607868511456658,T2
5764607875742436951,T3
5764607876530962573,T3
5764607891026478260,T2
5764607937373539600,T3
5764607948677188675,T2
5764607998874618972,T2
5764608006290148910,T3
5764607651376532982,T2
5764607701313915667,T3
5764607834478873992,T2
5764607960526097809,T3
5764607980021220094,T2
5764607645680667276,T3
5764608034895301652,T3
5764608052846922758,T2
5764607990536342939,T1
5764607807530470923,T3
5764607833048616264,T1
5764607857195224621,T3
5764608039567755227,T2
5764608061147450754,T3
5764607938879294486,T1
5764607987583552742,T3
5764607808318999431,T3
5764607982814628935,T1
5764607991530392796,T3
5764608031078484778,T3
5764607762915657831,T3
5764607800421125660,T3
5764608042902228075,T1
5764608062711926402,T3
5764607754745152119,T2
5764607945351105139,T3
5764608062229580808,T1
5764607803193557908,T3
5764607834126552579,T3
5764607941492346292,T1
5764607983762538708,T1
5764607845086268833,T1
5764607898404260911,T3
5764607919170260356,T3
5764607920831204307,T2
5764608007800095993,T3
5764607927525313981,T3
5764607975826918757,T3
5764607841349143994,T1
5764607882713369938,T3
5764607924060818847,T1
5764608011952458671,T2
5764607989156416304,T2
5764607958252785148,T3
5764607950493322598,T3
5764608000829164734,T1
5764607831739993291,T1
5764607926321548307,T1
5764607989986888936,T1
5764608056529520682,T1
5764608067367603768,T3
5764607554974648372,T1
5764607607948708471,T3
5764607899549305386,T1
5764607947737664453,T1
5764607815558368672,T3
5764607838195027492,T2
5764607890829348179,T3
5764607984890807566,T2
5764608062858726762,T3
5764607798261058126,T3
5764607861158841724,T3
5764608036665298281,T1
5764607702387657476,T3
5764607876073786199,T1
5764607983338916747,T3
5764607979098475999,T3
5764607938245954358,T2
5764607951453816744,T3
5764607971427093996,T1
5764608026770934919,T1
5764608034278739299,T3
5764607636339952562,T3
5764607814316854692,T2
5764607878292572998,T3
5764607954205281883,T3
5764608030524837282,T3
5764607813826121142,T3
5764607922391485694,T1
5764607959578185233,T3
5764608033515375968,T1
5764607836529885960,T3
5764607938287897224,T3
5764607973142564197,T3
5764608023734256398,T2
5764607813050174926,T3
5764607839231020379,T3
5764607852917034528,T3
5764607543364815204,T1
5764607554366475058,T3
5764607888426012020,T1
5764607960177970610,T1
5764608071767428497,T1
5764608048279325963,T3
5764607942255709586,T1
5764607904217565038,T1
5764608007997230531,T3
5764608032122866717,T1
5764607946043166123,T3
5764607982172897380,T3
5764607566106332766,T2
5764607898857245599,T3
5764607640815273724,T3
5764607884021992915,T1
5764607961515953794,T1
5764608022002010603,T3
5764608048925248346,T2
5764608051844484109,T1
5764608065668908119,T2
5764607835716193252,T1
5764607843790228552,T3
5764607934412360690,T3
5764607957707525760,T3
5764608000900466470,T3
5764607835858799754,T3
5764607894981708810,T3
5764607948060626271,T3
5764607967526389691,T1
5764607970827308049,T1
5764607539698992175,T3
5764608071385747006,T3
5764607638177055555,T3
5764607809023643210,T1
5764607957602667897,T3
5764608003853258229,T3
5764607870164012591,T3
5764607815067635160,T3
5764607875889237404,T3
5764607926640315768,T3
5764607966138076553,T3
5764607973532634680,T3
5764607996890712976,T1
5764608046299614407,T3
5764607803122255581,T3
5764607877382408218,T2
5764607889105489136,T3
5764607897745754785,T3
5764607957464254781,T1
5764607856452830610,T3
5764608055648716064,T1
5764607662298498802,T2
5764607671488221009,T2
5764607915009510383,T1
5764607985121496769,T3
5764607660490755149,T1
5764607822231506236,T3
5764607909225565741,T1
5764607920080422466,T2
5764608026292784593,T3
5764608067485044158,T3
5764607601795664855,T1
5764607845245651457,T3
5764607868909915186,T1
5764607843165276049,T1
5764607903353539944,T3
5764607971800387023,T3
5764608003723234503,T3
5764608040335314268,T3
5764607875465612692,T2
5764608003161197920,T1
5764607727427652936,T1
5764607936060722222,T3
5764607875436252725,T3
5764607899159235442,T3
5764607941165189736,T1
5764607963172703715,T1
5764607819576511917,T1
5764607957485227449,T2
5764607580643786854,T3
5764607994609011720,T3
5764608045074877881,T3
5764608072543374731,T1
5764607802694438252,T1
5764607859669863769,T1
5764607974535073126,T1
5764607661862289462,T1
5764607844658449964,T3
5764607874140212834,T2
5764607880351976986,T1
5764607907271019764,T3
5764607952007466121,T3
5764608043757863034,T3
5764607831052127765,T3
5764607838656400791,T2
5764607840048906382,T1
5764607939177090538,T1
5764608025747524865,T1
5764607813574462003,T3
5764607817437416550,T2
5764607952930212596,T3
5764607985603840825,T3
5764607562482453688,T1
5764607833124113826,T3
5764607974287608396,T3
5764608057678759113,T3
5764607841881819464,T3
5764607874438007692,T1
5764608050368089214,T3
5764607529326479830,T3
5764607804590263685,T3
5764607835342900276,T2
5764607841609190898,T3
5764608008479575067,T3
5764608046865843300,T3
5764607793471160431,T3
5764607850136210472,T1
5764607875377531906,T3
5764607896571350041,T3
5764607981053021160,T3
5764607815164103008,T1
5764607879844465569,T3
5764607648125947289,T3
5764607890737073230,T1
5764607919220590722,T3
5764607946223520313,T3
5764608030856186960,T1
5764607722277047441,T1
5764607998971087802,T1
5764608016809463172,T2
5764607993493326859,T1
5764607846323588722,T1
5764607846801739289,T3
5764608065048151085,T2
5764608066142866888,T1
5764608071608044378,T3
5764607570468407482,T1
5764607767902687177,T1
5764607826752966211,T1
5764608042252110868,T3
5764607730288168926,T3
5764607798210727442,T3
5764607937423869893,T3
5764607899360560195,T3
5764608071352192447,T1
5764607613262892535,T2
5764607756406097942,T3
5764607835766524537,T1
5764607955820088266,T3
5764607842267696567,T3
5764607848554957944,T1
5764607848961804239,T3
5764608030973627728,T1
5764607791348844993,T3
5764607770838699353,T1
5764607902699228608,T3
5764607968017124921,T1
5764608000099356032,T3
5764608059377454073,T1
5764607840761941404,T3
5764607841705659385,T1
5764607858872945992,T3
5764608054042299811,T3
5764607670741634130,T1
5764607872835783880,T1
5764607954394025133,T1
5764607974753177014,T1
5764608007124815036,T3
5764608015022688509,T1
5764607818460826615,T3
5764607907203909463,T1
5764607945963473916,T1
5764607922412457406,T2
5764607978641296739,T3
5764607624247773444,T3
5764607636759383084,T1
5764607870679911860,T1
5764607893635337654,T1
5764608065983480437,T3
5764607896625876006,T3
5764607911700204963,T3
5764608053039858788,T3
5764607826941708485,T3
5764607877562762977,T3
5764607917941326283,T3
5764607923809160700,T2
5764607923955961010,T3
5764607953106374102,T3
5764607995498204705,T1
5764608072241385109,T1
5764607804254719405,T1
5764607965643148122,T3
5764608049155935626,T3
5764607601569171586,T3
5764607638764259255,T1
5764607863394405681,T2
5764607927785360560,T3
5764607965978690980,T3
5764607994210553149,T2
5764608008617985003,T2
5764608019737086788,T3
5764607805949218182,T3
5764607823368162729,T1
5764607983859009485,T1
5764608009050001018,T3
5764607806481894728,T3
5764607834445318394,T1
5764607948471667909,T3
5764607968361057652,T1
5764607972555361705,T3
5764607739020706172,T3
5764607782733743658,T1
5764607921581984842,T1
5764607705306890305,T1
5764607833921031284,T3
5764607837297446314,T3
5764607857069393656,T3
5764608061063564296,T1
5764607737330404118,T3
5764607805601091133,T3
5764607816921517475,T3
5764607913109491145,T1
5764607891357830636,T1
5764607933888071716,T1
5764607972815408096,T1
5764608006420172375,T3
5764607737644977492,T3
5764607847267306943,T1
5764607876971367901,T2
5764607913612807574,T3
5764607968545607081,T3
5764608064821660243,T3
5764608061059370568,T1
5764607808138644867,T3
5764607817441609715,T1
5764607919019265231,T3
5764608065568246969,T1
5764607608447828180,T1
5764607931673477333,T1
5764608035629304861,T3
5764607851583244322,T1
5764607945812479264,T1
5764608049072049793,T3
5764607896672013549,T3
5764608056558882192,T3
5764608070416862327,T3
5764607651854683986,T1
5764607726148387314,T3
5764607919245758135,T1
5764608030562585612,T3
5764608048631647880,T1
5764607910932646220,T2
5764607800559537570,T1
5764607849758723631,T1
5764607967643831474,T2
5764607581117745643,T3
5764607720821624592,T1
5764607774324166380,T3
5764608019560926795,T3
5764607927969909780,T3
5764607950921141258,T2
5764607890003069121,T3
5764607896974002958,T3
5764607958764490127,T3
5764608020764690537,T2
5764608071545130343,T1
5764607798865037314,T2
5764607829231799769,T1
5764607868058471355,T1
5764607918679526936,T3
5764608029203631499,T3
5764607923872075205,T3
5764607908424452941,T1
5764607806712578914,T3
5764607832029400121,T3
5764607941555260842,T2
5764607959599156000,T3
5764608001047268340,T3
5764608055455777879,T2
5764607883271211491,T3
5764607946043166017,T1
5764607610440122586,T3
5764607852845731246,T2
5764607880301644717,T1
5764608068613312109,T2
5764607547982745134,T3
5764607762739497369,T3
5764607783597772005,T2
5764607796507839694,T3
5764607804258913716,T3
5764607838916445300,T3
5764607951533510079,T2
5764607956101107003,T3
5764607969032146482,T3
5764608048304491914,T3
5764607535479522336,T3
5764607926992635485,T3
5764607897179524098,T3
5764607988388858536,T3
5764607997591162170,T1
5764608015576337745,T3
5764607846076123195,T1
5764607853881723933,T1
5764607934978589874,T3
5764607939839790392,T3
5764607994764201364,T3
5764607966402317246,T1
5764607978372861428,T1
5764607735510076227,T1
5764607730766318868,T1
5764607826769742759,T3
5764607844142550087,T2
5764607944893926908,T3
5764608065631159293,T1
5764607534569359879,T1
5764607634918083805,T1
5764607820830608495,T2
5764607851373530427,T1
5764607859992825390,T2
5764607898563645033,T3
5764607929379196229,T1
5764607933984542279,T3
5764608001105986534,T3
5764608020424952425,T3
5764608072383988352,T1
5764607610737920871,T3
5764607831370894238,T3
5764607849414790482,T3
5764607935557402758,T3
5764607978750348822,T1
5764608048501624245,T2
5764607891018089291,T3
5764607907736587741,T1
5764607953882318009,T1
5764608009775614857,T1
5764608030411590344,T1
5764607831043738981,T1
5764607956751223679,T3
5764608032450022497,T3
5764607560032979935,T3
5764607673946082931,T3
5764607821229066925,T2
5764607837658156451,T1
5764607916129387563,T1
5764607985666756176,T3
5764608032982698329,T3
5764608045502696865,T3
5764607810751696327,T3
5764607889457810760,T1
5764607918704692741,T1
5764608035851603070,T3
5764608055011184047,T3
5764608055388670735,T3
5764607873599147416,T2
5764607880540719691,T3
5764607986404952618,T3
5764608014716504888,T3
5764607558137152479,T3
5764607678547233373,T3
5764607985155048574,T3
5764608031539858882,T3
5764607829936440606,T3
5764608033326630875,T3
5764607901453520298,T2
5764607892226051520,T2
5764607910668405566,T3
5764607857841145065,T1
5764607933976153275,T3
5764607951822916455,T3
5764608041199340357,T3
5764607527485180396,T2
5764607626579808175,T3
5764607952682749349,T1
5764607982974012997,T3
5764607983724792377,T3
5764608038242356814,T1
5764607808516131936,T3
5764607849683226267,T1
5764607935796481420,T1
5764607944210254440,T3
5764607957652999124,T1
5764607992977427768,T3
5764607995695336470,T3
5764608037076339855,T1
5764608040880572513,T3
5764607875415277706,T1
5764607937251904708,T1
5764607951189577225,T3
5764607951848080559,T3
5764608042101116355,T1
5764607746645952946,T1
5764607892498681167,T3
5764607896005119414,T2
5764607902548233738,T3
5764607916238441982,T1
5764607949239225902,T3
5764607968029704337,T2
5764607588751379074,T3
5764607987029901524,T1
5764608033620233301,T3
5764607942821940666,T2
5764608015496645988,T1
5764608037776788899,T3
5764608038032641408,T3
5764607863188884552,T3
5764607932050968138,T2
5764607982328089708,T3
5764608025185488224,T3
5764607828325829989,T3
5764607893907967027,T1
5764608001592527882,T3
5764608010958409163,T1
5764607679771967573,T3
5764607840992627985,T3
5764607979291413105,T3
5764608047511768497,T2
5764607655151406701,T1
5764607932327791444,T1
5764607987629690025,T1
5764607998572629576,T3
5764607800228187500,T2
5764607851654548280,T3
5764607978133783935,T3
5764607998245473716,T1
5764607530463134225,T3
5764607827453414862,T1
5764607565384910901,T2
5764607579783956572,T3
5764607859372068191,T3
5764607963193674489,T3
5764607876530965579,T1
5764608040301759848,T3
5764607653075226380,T1
5764608036036152795,T3
5764607896013507814,T3
5764607954075255988,T3
5764607965508930923,T3
5764607968017124772,T3
5764607999344381470,T3
5764608020227819679,T1
5764608028796783137,T3
5764607989957528371,T1
5764608061470411572,T1
5764607799158640193,T3
5764607929660214855,T3
5764607960442211904,T1
5764608059541031052,T3
5764607585089749252,T1
5764607655746997189,T1
5764607841227508785,T1
5764607927462399388,T1
5764607963768291461,T1
5764607970932165655,T2
5764608067539567540,T3
5764607536830087546,T3
5764607903517117664,T1
5764607962522586659,T3
5764608068789472866,T1
5764607775192386411,T3
5764607956503760420,T1
5764607982021905201,T3
5764608012199922630,T1
5764607582401203355,T3
5764607816942488984,T1
5764607911243024996,T2
