city_name,country_code,first_online_date,shop_id,activity_days,asp,b_p1p2,commission_per_order,days_in_data,eff_online_days,is_healthy_store,ted_per_order,b_cancel_rate,online_rate,photo_rate,recurrency_rate
Bogota D.C.,CO,2024-01-23,5764607757437897885,null,43357.500000000000000000,0.001694915254237288,8280.000000000000000000,14,11,6,0.000000000000000000,0.0,0.5274977416440831,0.9375,0.5
Durango,MX,2023-11-10,5764607660620778855,64,209.554515306122400000,0.006220839813374806,61.610153061224500000,14,64,0,50.471301020408200000,0.03508771929824561,0.83447576930164,0.5031055900621118,0.26
Mexico City,MX,2024-06-04,5764608060199534750,null,0.000000000000000000,0.0,0.000000000000000000,12,12,12,0.000000000000000000,0.0,0.9990458937198068,1.0,0.0
Mexico City,MX,2024-06-12,5764607771656585273,null,177.744047619047600000,0.0030676937759901834,49.250000000000000000,4,10,10,40.571428571428600000,0.0,0.9506666666666668,0.7,0.21739130434782608
Matamoros,MX,2024-01-09,5764607627410279880,null,123.682972972973000000,0.00870289704137725,35.872783783783800000,14,144,144,46.970675675675700000,0.018935516888433982,0.9157611561213992,1.0,0.461734693877551
Irapuato,MX,2023-11-15,5764607580295662976,31,142.535436893203900000,0.011943661971830987,39.935631067961200000,14,31,31,15.938349514563100000,0.0,0.9935089098532494,1.0,0.48
Guadalajara,MX,2024-05-08,5764607550713237414,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,0.6111111111111112,0.0
Mexico City,MX,2024-03-04,5764607602034739377,null,186.578825794032700000,0.01482644339787197,64.655235803657400000,14,104,102,90.815447545717000000,0.03438661710037175,0.8716113053613052,0.8338278931750742,0.421195652173913
Tuxtla Gutierrez,MX,2024-05-27,5764607851272864597,null,174.209429888084300000,0.01618796031700006,49.719803818301500000,14,310,310,88.902855826201400000,0.004619530347747979,0.9362039426523298,1.0,0.3835174953959484
Culiacan,MX,2024-02-27,5764607612105261494,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,0.0,0.0
Guadalajara,MX,2024-04-23,5764607834306904207,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.2857142857142857
Guadalajara,MX,2024-05-03,5764608029937631692,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,0.6470588235294118,0.29411764705882354
Puebla,MX,2023-11-23,5764607598268255576,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Lima,PE,2024-02-06,5764607539573164867,null,25.478666666666700000,0.004487856388595565,7.514666666666700000,14,11,8,10.678000000000000000,0.11764705882352941,0.8622276688453158,1.0,0.23076923076923078
Durango,MX,2024-03-28,5764607608535912211,null,399.300000000000000000,0.0010767160161507402,110.600000000000000000,14,13,13,12.333333333333300000,0.0,0.9101005291005291,0.6153846153846154,0.0
Hermosillo,MX,2023-11-22,5764607766686335259,16,191.916363636363600000,0.002708803611738149,53.918181818181800000,14,16,16,14.181818181818200000,0.0,0.8745269360269361,1.0,0.0
Lima,PE,2024-01-11,5764607528756054801,null,17.638333333333300000,0.007800453514739229,5.449047619047600000,14,13,13,8.207261904761900000,0.0,0.8461714285714287,0.9606741573033708,0.4722222222222222
Mexico City,MX,2024-01-09,5764607783895567413,null,144.375000000000000000,0.0016778523489932886,59.250000000000000000,14,10,10,84.000000000000000000,0.0,0.9797279693486589,0.6875,0.0
Cali,CO,2024-02-22,5764607702140194766,null,22084.142857142857100000,0.004127358490566038,6446.000000000000000000,14,9,9,12691.571428571428600000,0.0,0.7099228395061727,0.8345864661654135,0.0
Jaurez CHIH,MX,2024-06-04,5764607975453623127,null,0.000000000000000000,0.0,0.000000000000000000,12,0,0,0.000000000000000000,0.0,0.0,0.8,0.0
Tlaxcala,MX,2024-03-11,5764607736135028729,null,108.057142857142900000,0.009695290858725761,34.628571428571400000,14,8,0,30.142857142857100000,0.2222222222222222,0.29521367521367525,0.7931034482758621,0.0
Lima,PE,2024-02-08,5764607546929974597,null,22.635000000000000000,0.0071273015244506036,7.500000000000000000,14,13,13,6.114705882352900000,0.0,0.9056084656084654,0.6896551724137931,0.0
Mexico City,MX,2024-03-26,5764607707592789791,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.14285714285714285
Merida,MX,2024-04-09,5764607630165938163,null,168.975000000000000000,0.0014732965009208103,48.000000000000000000,14,15,14,22.000000000000000000,0.0,0.8918227215980025,1.0,0.0
Pachuca,MX,2024-03-26,5764607760537488319,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Bogota D.C.,CO,2023-11-11,5764607795882888551,13,29397.764705882352900000,0.013325257419745608,8101.576470588235300000,14,13,11,25304.117647058823500000,0.011494252873563218,0.8571734520780322,0.9690721649484536,0.16666666666666666
Mexico City,MX,2024-05-08,5764607936329154624,null,0.000000000000000000,0.002793296089385475,0.000000000000000000,14,13,10,0.000000000000000000,0.8823529411764706,0.773708664021164,0.6911764705882353,0.0
Zacatecas,MX,2024-05-06,5764607970336571848,null,185.994285714285700000,0.010638297872340425,53.292857142857100000,14,13,13,17.197619047619000000,0.0,0.9206638071895424,0.9906759906759907,0.0
Oaxaca,MX,2024-03-07,5764607710163898058,null,223.207267441860500000,0.016492068243041006,64.111608527131800000,14,66,58,58.485368217054300000,0.0,0.8259526318708749,0.9758666081614743,0.19883040935672514
Manzanillo,MX,2024-05-21,5764607739205257682,null,269.957300000000000000,0.01280761751491987,73.569650000000000000,14,37,37,21.737800000000000000,0.0,0.9980810810810812,1.0,0.45098039215686275
Mexicali,MX,2024-03-15,5764607638919450552,null,194.501098901098900000,0.00833541718763024,54.102197802197800000,14,30,29,21.980769230769200000,0.010869565217391304,0.8204052791403877,0.8260869565217391,0.5392156862745098
Tlaxcala,MX,2024-04-04,5764608016461332623,null,156.947428571428600000,0.007349938750510413,44.514000000000000000,14,17,17,12.857142857142900000,0.0,0.7961435185185185,1.0,0.37037037037037035
Mexico City,MX,2024-04-04,5764607771845332991,null,267.350000000000000000,0.006097560975609756,86.066666666666700000,14,5,0,74.633333333333300000,0.18181818181818182,0.09412642782969886,1.0,0.0
Medellín,CO,2024-06-12,5764607871648793634,null,30319.333333333333300000,0.002987303958177745,6583.666666666666700000,4,4,4,17462.666666666666700000,0.0,0.9292452830188679,0.8823529411764706,0.0
Bogota D.C.,CO,2024-03-23,5764607766354987871,null,36150.000000000000000000,0.0016835016835016834,10750.000000000000000000,14,11,10,11200.000000000000000000,0.3333333333333333,0.6785964912280703,1.0,0.0
Veracruz,MX,2024-03-11,5764607597932711841,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0018939393939393938,1.0,0.0
Bogota D.C.,CO,2023-11-22,5764607523190211577,14,50228.421052631578900000,0.0038472107721901623,10115.815789473684200000,14,14,14,6903.157894736842100000,0.0,0.9777210056772101,1.0,0.34065934065934067
Monterrey,MX,2024-06-08,5764607603305615349,null,186.877142857142900000,0.0020920502092050207,52.525714285714300000,8,8,5,390.342857142857100000,0.2,0.4943389943389943,1.0,0.09090909090909091
Culiacan,MX,2023-11-08,5764607636901989707,45,201.967272727272700000,0.011934795264894237,56.835768025078400000,14,45,1,42.716112852664600000,0.0,0.7790177977378576,1.0,0.0
Bogota D.C.,CO,2024-05-18,5764607561379351775,null,26238.285714285714300000,0.0079750346740638,6242.190476190476200000,14,14,14,12653.142857142857100000,0.0,0.9825496031746032,0.9735449735449735,0.47619047619047616
Monterrey,MX,2024-03-14,5764607655436619726,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,0.5357142857142857,0.0
Mexico City,MX,2024-03-08,5764607684985490127,null,145.338709677419400000,0.005875663381349507,39.617419354838700000,14,19,0,16.330645161290300000,0.0,0.9925449438202248,0.30612244897959184,0.0
Barranquilla,CO,2024-02-02,5764607548217625934,null,40194.000000000000000000,5.91016548463357E-4,8249.000000000000000000,14,8,6,0.000000000000000000,0.0,0.49011431784107945,0.9393939393939394,0.5
Mexico City,MX,2024-04-18,5764607722864246861,null,262.306521739130400000,0.00390625,91.252898550724600000,14,25,25,128.454347826087000000,0.014285714285714285,0.9646455555555555,0.96875,0.3
Monterrey,MX,2024-04-18,5764607645953297128,null,190.251237590999300000,0.03213360885145562,39.961400397088000000,14,281,281,73.889993381866300000,0.00813228517213337,0.8756746874262799,1.0,0.43172473490586455
San Jose,CR,2024-03-16,5764607747795193369,null,5943.000000000000000000,0.003403289846851957,1949.000000000000000000,14,11,6,3354.200000000000000000,0.16666666666666666,0.5184939009210853,0.7658227848101266,0.0
Lima,PE,2024-05-14,5764607873481704138,null,24.926250000000000000,0.006018054162487462,7.290000000000000000,14,12,9,11.538750000000000000,0.1111111111111111,0.6478317901234568,1.0,0.16666666666666666
Veracruz,MX,2024-05-25,5764607749556801021,null,145.905314787701300000,0.016525492187319687,43.789765739385100000,14,86,85,44.837247437774500000,0.0,0.9412017771998265,0.9838616714697407,0.588477366255144
Mexicali,MX,2024-06-10,5764607837268083695,null,145.126153846153800000,0.015465143944801332,42.741538461538500000,6,13,13,96.233076923076900000,0.13333333333333333,0.5275432098765432,0.8787878787878788,0.18421052631578946
Tepic,MX,2023-12-14,5764607749175118329,null,210.750000000000000000,0.0025817555938037868,57.428571428571400000,14,13,12,21.714285714285700000,0.125,0.7806686777275013,0.9772382397572079,0.16666666666666666
Culiacan,MX,2024-05-07,5764607721060698898,null,195.687500000000000000,0.002282525995434948,52.125000000000000000,14,13,13,12.968750000000000000,0.1111111111111111,0.8974358974358975,0.6743295019157088,0.3333333333333333
Mexico City,MX,2024-06-07,5764607720066649008,null,120.839836065573800000,0.008626794566407005,38.920901639344300000,9,22,22,56.403278688524600000,0.031746031746031744,0.7493273596176822,1.0,0.49230769230769234
Medellín,CO,2023-12-11,5764607733790412268,null,42205.000000000000000000,2.613012803762738E-4,9202.000000000000000000,14,13,12,6495.000000000000000000,0.0,0.7395870702541105,1.0,0.0
Merida,MX,2024-02-07,5764607760101277912,null,256.825000000000000000,0.0010905125408942203,74.550000000000000000,14,12,12,19.600000000000000000,0.0,0.9107345679012345,1.0,0.09090909090909091
Mexico City,MX,2024-02-13,5764607605377600944,null,138.958472222222200000,0.009452126728513916,51.027824074074100000,14,40,40,78.948009259259300000,0.0,0.8935929232804231,1.0,0.26666666666666666
Lima,PE,2024-02-20,5764607784705066843,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Monterrey,MX,2024-04-12,5764607996655829093,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Merida,MX,2024-05-21,5764607705327865137,null,95.000000000000000000,0.001976284584980237,26.700000000000000000,14,8,8,13.000000000000000000,0.0,0.7547,1.0,0.5
Merida,MX,2024-06-09,5764607719739492437,null,0.000000000000000000,0.0,0.000000000000000000,7,0,0,0.000000000000000000,0.0,0.0,0.0,0.0
Leon,MX,2024-06-08,5764608035599942716,null,125.206299212598400000,0.02187392352738546,37.111102362204700000,8,25,4,50.995275590551200000,0.0,0.4408680928657484,0.7697674418604651,0.19834710743801653
Lima,PE,2024-02-12,5764607562956409800,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Mexico City,MX,2023-12-20,5764607648507628841,null,0.000000000000000000,0.0,0.000000000000000000,14,14,13,0.000000000000000000,0.0,0.945268817204301,1.0,0.0
Los Cabos,MX,2024-03-25,5764607709962571144,null,433.683606557377000000,0.015606242496998799,119.909508196721300000,14,24,18,95.622950819672100000,0.0,0.6274540466392319,0.88,0.0
Barranquilla,CO,2023-12-06,5764607708221935082,null,31300.000000000000000000,0.0014947683109118087,7600.000000000000000000,14,12,8,5300.000000000000000000,0.2857142857142857,0.5761565656565656,0.6470588235294118,0.0
Mexico City,MX,2024-02-17,5764607589112090526,null,0.000000000000000000,0.002717391304347826,0.000000000000000000,14,7,3,0.000000000000000000,1.0,0.26120915032679737,0.8850574712643678,0.0
Jaurez CHIH,MX,2023-12-10,5764607569294003685,null,196.482794117647100000,0.023136413855852342,53.284411764705900000,14,62,62,16.917882352941200000,0.005847953216374269,0.8251818056650772,1.0,0.4292929292929293
Mexico City,MX,2024-05-16,5764607957824963181,null,184.188857142857100000,0.005971087366436203,57.312285714285700000,14,19,19,50.268571428571400000,0.0,0.9220857699805068,0.6907582938388626,0.44
Leon,MX,2024-05-18,5764607824647422721,null,173.000000000000000000,0.0019569471624266144,42.000000000000000000,14,3,1,0.000000000000000000,0.0,0.10858420593368238,0.9714285714285714,0.0
Oaxaca,MX,2024-03-24,5764607783119618663,null,170.312500000000000000,0.0022459292532285235,48.792500000000000000,14,10,9,41.500000000000000000,0.0,0.6601251891594441,0.8578512396694215,0.0
Mexico City,MX,2024-05-16,5764607992411193967,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,0.9583333333333334,0.0
Mexico City,MX,2024-05-23,5764607554785906628,null,153.500000000000000000,0.0030360531309297912,51.471428571428600000,14,11,9,61.228571428571400000,0.125,0.6323130341880342,0.8125,0.06666666666666667
Lima,PE,2024-01-16,5764607684712861208,null,25.359090909090900000,0.005668398677373642,10.150000000000000000,14,12,12,20.995454545454500000,0.0,0.9511819172113288,1.0,0.3333333333333333
Mexico City,MX,2024-02-17,5764607567075216948,null,70.175000000000000000,0.0011883541295306002,35.030000000000000000,14,14,14,93.900000000000000000,0.0,0.9950744284954811,1.0,0.5
Oaxaca,MX,2024-06-09,5764607699040604104,null,0.000000000000000000,0.0,0.000000000000000000,7,1,0,0.000000000000000000,0.0,0.37857142857142856,1.0,0.0
Bogota D.C.,CO,2024-01-16,5764607671685352980,null,24392.333333333333300000,0.010430247718383311,6458.333333333333300000,14,10,9,6484.000000000000000000,0.0625,0.5710908564814815,1.0,0.0
Monterrey,MX,2024-06-14,5764607921334518804,null,0.000000000000000000,0.0,0.000000000000000000,2,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Monterrey,MX,2023-11-24,5764607633705930171,178,210.766319327731100000,0.011495052432047024,48.284591596638700000,14,189,189,98.306554621848700000,0.0056685561853951315,0.9839462725980095,0.8736033519553073,0.4004203888596952
Mexico City,MX,2024-03-01,5764607602366090645,null,103.356250000000000000,0.006885339963660706,36.786250000000000000,14,27,27,56.059027777777800000,0.0,0.9989636752136752,1.0,0.0
Oaxaca,MX,2024-04-17,5764607726471351064,null,180.425000000000000000,0.00265352539802881,49.876666666666700000,14,14,11,24.333333333333300000,0.14285714285714285,0.7272981770833334,0.8681898066783831,0.0
Barranquilla,CO,2024-03-07,5764607741180774585,null,35253.000000000000000000,7.797270955165692E-4,8409.500000000000000000,14,11,10,9822.000000000000000000,0.0,0.719440836940837,0.8518518518518519,0.0
Mexico City,MX,2024-05-10,5764608050913345682,null,220.317142857142900000,0.011029000111969544,61.905329670329700000,14,22,22,27.275769230769200000,0.0,0.7341264090177134,0.8947368421052632,0.2672413793103448
Bogota D.C.,CO,2023-11-02,5764607701771095375,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Medellín,CO,2024-03-16,5764608013558874192,null,37142.894736842105300000,0.005545826036193812,8394.736842105263200000,14,14,11,1910.526315789473700000,0.0,0.7904895489548955,0.9333333333333333,0.3448275862068966
Bogota D.C.,CO,2024-02-07,5764607784352747298,null,37900.000000000000000000,0.00241196333815726,9462.500000000000000000,14,10,7,11700.000000000000000000,0.2,0.5043187830687831,1.0,0.0
Monterrey,MX,2024-04-01,5764607704891658224,null,376.284000000000000000,0.002321262766945218,110.550000000000000000,14,14,12,102.922000000000000000,0.0,0.799323192239859,1.0,0.0
Merida,MX,2023-11-11,5764607620682616108,1,215.778666666666700000,0.003483511379470506,58.420000000000000000,14,13,12,4.344000000000000000,0.0,0.7881450719822813,0.9865546218487395,0.0
Guadalajara,MX,2024-06-06,5764607673358880708,null,117.849924242424200000,0.01710193245662777,33.093371212121200000,10,39,39,26.064318181818200000,0.0,0.9509590643274853,0.9534883720930233,0.37735849056603776
Cali,CO,2024-06-07,5764607633131310041,null,28418.782608695652200000,0.010412494993992792,7042.173913043478300000,9,8,8,8786.391304347826100000,0.041666666666666664,0.8762053281351527,0.7781350482315113,0.3333333333333333
Lima,PE,2024-02-07,5764607707626344227,null,19.070000000000000000,0.006051437216338881,5.095000000000000000,14,11,11,4.350000000000000000,0.0,0.9816917922948074,1.0,0.25
Guadalajara,MX,2024-03-14,5764607934966005762,null,107.345454545454500000,0.005655042412818096,33.927272727272700000,14,11,3,24.818181818181800000,0.08333333333333333,0.408436507936508,0.9642857142857143,0.0
Lima,PE,2024-02-23,5764607571818975161,null,20.978000000000000000,0.007253886010362694,5.280000000000000000,14,11,0,0.806000000000000000,0.16666666666666666,0.3625000000000001,0.3951612903225806,0.0
Mexico City,MX,2024-02-22,5764607608946954163,null,138.882883817427400000,0.028471528471528472,45.066950207468900000,14,64,55,52.340560165975100000,0.02231237322515213,0.7895922998096911,0.8348348348348348,0.47540983606557374
Queretaro,MX,2024-01-24,5764607533743083134,null,140.288468578401500000,0.021955024542445113,40.309804758999400000,14,134,134,44.178462477120200000,0.0,0.9436101614434947,0.9583333333333334,0.42857142857142855
Matamoros,MX,2023-11-21,5764607640597171612,null,137.821052631578900000,0.00497223833595757,39.157894736842100000,14,23,2,13.452631578947400000,0.0,0.49035061665535185,1.0,0.11764705882352941
Lima,PE,2023-11-21,5764607602689050410,14,19.593506493506500000,0.009323242294614457,5.816883116883100000,14,14,13,9.876623376623400000,0.012345679012345678,0.7719424603174603,0.9448818897637795,0.31746031746031744
Queretaro,MX,2024-05-26,5764607830875964235,null,217.430259740259700000,0.0089137808629802,59.991428571428600000,14,56,0,12.975454545454500000,0.0,0.4774831848357791,1.0,0.2814159292035398
Medellín,CO,2024-04-08,5764607539975819186,null,38964.513274336283200000,0.010502162209866737,9888.787610619469000000,14,14,14,13710.265486725663700000,0.0,0.9391393939393939,1.0,0.32
Aguascalientes,MX,2024-02-02,5764607629025086726,null,152.404411764705900000,0.024321556579621095,46.857352941176500000,14,22,18,40.017647058823500000,0.0,0.7084863441921685,1.0,0.16666666666666666
Bogota D.C.,CO,2024-02-09,5764607696167505673,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Lima,PE,2024-04-23,5764607574318779340,null,17.700000000000000000,0.009174311926605505,5.150000000000000000,14,9,5,9.500000000000000000,0.125,0.3492645502645503,0.8363636363636363,0.1111111111111111
Bogota D.C.,CO,2024-05-08,5764607878401622603,null,31732.166666666666700000,0.0038956639566395663,6918.000000000000000000,14,14,14,9912.583333333333300000,0.0,0.9120277777777778,1.0,0.25
Queretaro,MX,2024-01-24,5764607702232468819,null,156.792869718309900000,0.020921518284643673,42.364119718309900000,14,65,61,49.453521126760600000,0.03005008347245409,0.8092997685185184,0.9274891774891775,0.353518821603928
Bogota D.C.,CO,2024-05-08,5764608036405248134,null,21883.157894736842100000,0.00683526999316473,5237.210526315789500000,14,11,10,15904.210526315789500000,0.0,0.8521276595744681,0.9621621621621622,0.6
Merida,MX,2024-01-18,5764607618010844055,null,153.888888888888900000,0.005028916268544128,46.036111111111100000,14,13,10,45.166666666666700000,0.047619047619047616,0.8526158146964857,0.8944723618090452,0.14285714285714285
Bogota D.C.,CO,2023-12-10,5764607729096986107,null,0.000000000000000000,0.0,0.000000000000000000,14,1,1,0.000000000000000000,0.0,0.044333688699360344,1.0,0.0
Bogota D.C.,CO,2024-06-04,5764607892528038891,null,0.000000000000000000,0.0,0.000000000000000000,12,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Tepic,MX,2024-05-21,5764607869354508642,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,0.8,0.0
Hermosillo,MX,2024-03-01,5764607740790706129,null,152.813123809523800000,0.014076977904490378,45.851161904761900000,14,74,53,67.468114285714300000,0.0,0.6803473269649739,1.0,0.17520661157024794
Bogota D.C.,CO,2024-05-08,5764608003408658828,null,24283.411764705882400000,0.0070163715335783495,5948.205882352941200000,14,12,12,11863.235294117647100000,0.0,0.8610144485144487,0.9758214507129572,0.30434782608695654
Barranquilla,CO,2024-03-15,5764607690417113017,null,14692.922077922077900000,0.007589826402906742,5172.922077922077900000,14,13,12,22294.415584415584400000,0.047058823529411764,0.7378764210709018,0.6739130434782609,0.0
Durango,MX,2024-01-23,5764607650994851425,null,305.216054216867500000,0.0181820523055924,82.815045180722900000,14,128,128,7.031475903614500000,0.022222222222222223,0.9907015140591207,1.0,0.26674107142857145
Medellín,CO,2024-04-16,5764608020802437275,null,26491.526315789473700000,0.004835996635828428,7192.421052631578900000,14,14,9,13575.684210526315800000,0.0,0.5989546732255797,0.9375,0.1111111111111111
Cali,CO,2024-03-05,5764607794159030255,null,21028.750000000000000000,0.001979414093428345,5143.750000000000000000,14,13,7,4000.000000000000000000,0.2,0.606723137973138,1.0,0.0
Guadalajara,MX,2024-04-22,5764608030969430150,null,128.388372093023300000,0.003765375282403146,35.556279069767400000,14,18,18,100.290697674418600000,0.0,0.8761581067472306,0.9647435897435898,0.2
Guadalajara,MX,2024-03-15,5764607999478595612,null,161.793482142857100000,0.020522431494889762,44.698267857142900000,14,132,115,41.502261904761900000,0.007497116493656286,0.7006470533033033,1.0,0.2904040404040404
Guadalajara,MX,2024-03-19,5764607792263204124,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,0.8666666666666667,0.0
Bogota D.C.,CO,2024-05-27,5764607880351974157,null,37625.200000000000000000,0.0028999516674722086,8970.000000000000000000,14,12,11,3600.000000000000000000,0.0,0.7418709150326799,0.8823529411764706,0.0
Lima,PE,2024-02-15,5764607740677459524,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,6.180469715698394E-5,0.95,0.0
Bogota D.C.,CO,2023-11-27,5764607539959041438,7,0.000000000000000000,0.0,0.000000000000000000,14,11,10,0.000000000000000000,0.0,0.7911612654320987,1.0,0.0
Lima,PE,2024-01-08,5764607786688974058,null,22.348494623655900000,0.014055333629235094,6.778817204301100000,14,14,14,20.199139784946200000,0.021052631578947368,0.9668911564625852,0.7837837837837838,0.4117647058823529
Mexico City,MX,2024-05-18,5764607671639215425,null,155.370000000000000000,0.011142061281337047,58.340000000000000000,14,4,0,98.222500000000000000,0.0,0.12256172839506173,1.0,0.125
Medellín,CO,2023-11-20,5764607678949886544,1,0.000000000000000000,0.0,0.000000000000000000,14,1,1,0.000000000000000000,0.0,0.17150387596899222,1.0,0.0
Mexico City,MX,2024-05-21,5764608066105115353,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Medellín,CO,2023-11-22,5764607788802903422,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,0.9642857142857143,0.0
Mexico City,MX,2024-03-27,5764608021452554365,null,101.643243243243200000,0.015424164524421594,36.842270270270300000,14,48,0,58.059459459459500000,0.04639175257731959,0.3053063725490196,1.0,0.14285714285714285
Guadalajara,MX,2024-02-08,5764607631180959303,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,0.47368421052631576,0.0
Mexico City,MX,2024-03-14,5764607624621067647,null,132.568091259640100000,0.010305286863824377,45.414826478149100000,14,96,82,69.231876606683800000,0.0,0.849837215416976,1.0,0.41899441340782123
Mexico City,MX,2024-04-25,5764607778556218156,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,0.0,0.0
Cuernavaca,MX,2024-06-12,5764607544023320483,null,239.534576271186400000,0.009602501116569897,68.327457627118600000,4,25,25,45.368983050847500000,0.06060606060606061,0.9695098765432099,0.9468085106382979,0.2964426877470356
Torreon,MX,2024-02-18,5764607651573665549,null,224.707914110429400000,0.010480715483510341,66.475306748466300000,14,58,58,77.591932515337400000,0.029940119760479042,0.9602382445141067,1.0,0.26605504587155965
Mexico City,MX,2024-06-11,5764607691847369040,null,571.497500000000000000,0.008375209380234505,177.082500000000000000,5,5,5,89.312500000000000000,0.0,0.9983925925925926,1.0,0.75
Guadalajara,MX,2024-04-25,5764607551531126718,null,167.666414141414100000,0.013240677817480326,49.828686868686900000,14,76,76,62.934175084175100000,0.0,0.9281575520833332,1.0,0.3812154696132597
Campeche,MX,2024-06-13,5764607834596312094,null,0.000000000000000000,0.0,0.000000000000000000,3,0,0,0.000000000000000000,0.0,0.0,0.9666666666666667,0.0
Lima,PE,2023-11-20,5764607572825607101,null,0.000000000000000000,0.0,0.000000000000000000,14,12,7,0.000000000000000000,0.0,0.5285588410991637,0.7878787878787878,0.0
Guadalajara,MX,2024-05-15,5764608051513131367,null,198.563333333333300000,0.0025252525252525255,59.813333333333300000,14,13,13,64.166666666666700000,0.0,0.8541228738258441,1.0,0.38095238095238093
Toluca,MX,2024-03-18,5764607937692303394,null,154.110487364620900000,0.01345085617224441,42.648736462093900000,14,75,37,36.458104693140800000,0.03496503496503497,0.5877525923503523,1.0,0.21818181818181817
Medellín,CO,2024-05-02,5764607943111344519,null,0.000000000000000000,0.0020429009193054137,0.000000000000000000,14,10,1,0.000000000000000000,1.0,0.24045469576719575,1.0,0.0
Lima,PE,2023-11-25,5764607596691197393,8,28.033333333333300000,0.0020942408376963353,10.030000000000000000,14,9,4,52.500000000000000000,0.0,0.35629535147392294,0.9507042253521126,0.0
Merida,MX,2023-11-10,5764607623580880220,null,0.000000000000000000,0.0,0.000000000000000000,14,11,11,0.000000000000000000,0.0,0.85719646799117,0.7758620689655172,0.6666666666666666
Cali,CO,2023-11-16,5764607729189260625,14,19884.583333333333300000,0.003246753246753247,5204.916666666666700000,14,14,10,13436.250000000000000000,0.1875,0.7452183077386331,1.0,0.0
San Jose,CR,2024-03-13,5764607547257130544,null,7647.384615384615400000,0.0025096525096525097,1529.461538461538500000,14,14,14,1237.538461538461500000,0.0,0.8072736111111111,0.8671586715867159,0.0
Colima,MX,2024-04-11,5764607648163695466,null,331.683333333333300000,0.002872384078785392,92.780000000000000000,14,11,11,22.425000000000000000,0.0,0.851733918128655,1.0,0.0
Guadalajara,MX,2024-06-14,5764607840589972052,null,0.000000000000000000,0.0,0.000000000000000000,2,0,0,0.000000000000000000,0.0,0.0,0.9375,0.0
Monterrey,MX,2023-12-13,5764607545847844314,null,223.545723684210500000,0.013855792143900376,61.024970760233900000,14,126,126,53.909210526315800000,0.007976794778825236,0.9861814574314575,0.8360655737704918,0.41911764705882354
Barranquilla,CO,2024-02-21,5764607597186124227,null,14606.250000000000000000,0.0014947683109118087,3193.750000000000000000,14,11,10,2762.500000000000000000,0.2,0.8284313725490198,1.0,0.0
Mexico City,MX,2024-01-19,5764607738383175210,null,246.314285714285700000,0.0035825173155003584,72.535714285714300000,14,13,13,26.275714285714300000,0.5333333333333333,0.9784967320261437,0.9973333333333333,1.0
Mexico City,MX,2024-02-10,5764607791118159692,null,175.500000000000000000,0.003472222222222222,45.000000000000000000,14,6,4,0.000000000000000000,0.375,0.37066498316498314,0.8461538461538461,0.125
Medellín,CO,2024-05-15,5764607998824284784,null,32561.666666666666700000,7.554011179936546E-4,7073.333333333333300000,14,11,11,11673.333333333333300000,0.0,0.8985416666666666,1.0,0.0
San Luis Potosi,MX,2024-04-05,5764607946269655159,null,180.835722610722600000,0.020279173646007818,53.096072261072300000,14,94,94,66.855536130536100000,0.011160714285714286,0.9298368130549556,0.925,0.12590799031476999
